order_id,order_date,region,channel,customer_id,customer_type,sales_rep,category,product,qty,discount,status,unit_price,revenue,cost
ORD-104143,2025-12-07,Jawa Timur,Offline,C02145,UMKM,SR09,Peralatan Kantor,Kertas A4 80gsm (rim),12,0.0,Completed,55000.0,660000.0,453600.0
ORD-102778,2025-07-13,Sulawesi,Offline,C00440,Retail,SR18,Peralatan Kantor,Kertas A4 80gsm (rim),3,0.0,Completed,55000.0,165000.0,114300.0
ORD-102779,2025-07-13,Jawa Barat,Offline,C00889,UMKM,SR06,Aksesoris,Mouse Wireless M20,1,0.0,Completed,180000.0,180000.0,104900.0
ORD-102780,2025-07-13,Jawa Timur,Online,C00294,Retail,SYS-ONLINE,Aksesoris,Mouse Wireless M20,3,0.1,Cancelled,180000.0,486000.0,311700.0
ORD-102781,2025-07-13,Sumatera,Online,C01313,Retail,SYS-ONLINE,Aksesoris,Headset USB H3,5,0.1,Completed,350000.0,1575000.0,1042000.0
ORD-102782,2025-07-14,Sulawesi,Online,C00974,UMKM,SYS-ONLINE,Smartphone,Smartphone Lumo X,1,0.0,Completed,5500000.0,5500000.0,4801300.0
ORD-102783,2025-07-14,Jakarta,Offline,C00103,UMKM,SR01,Printer & Tinta,Tinta Botol Set CMYK,4,0.1,Completed,280000.0,1008000.0,668000.0
ORD-102784,2025-07-14,Jakarta,Offline,C00029,UMKM,SR03,Networking,Router WiFi 6 R600,7,0.0,Completed,1200000.0,8400000.0,5927600.0
ORD-102785,2025-07-14,Sulawesi,Offline,C01963,UMKM,SR17,Aksesori,Mouse Wireless M20,2,0.0,Completed,180000.0,360000.0,208600.0
ORD-102786,2025-07-14,Jakarta,Offline,C02271,Retail,SR03,Peralatan Kantor,Kertas A4 80gsm (rim),4,0.0,Completed,55000.0,220000.0,152000.0
ORD-102787,2025-07-14,Jakarta,Offline,C00466,Retail,SR02,Laptop,Laptop Axio Pro 15,2,0.0,Completed,13000000.0,26000000.0,23338200.0
ORD-102788,2025-07-15,Sumatera,Online,C00039,Retail,SYS-ONLINE,Networking,Switch 8 Port S8,3,0.05,Completed,450000.0,1282500.0,889800.0
ORD-102789,2025-07-15,Jawa Barat,Online,C00500,UMKM,SYS-ONLINE,Networking,Switch 8 Port S8,6,0.0,Completed,450000.0,2700000.0,
ORD-102790,2025-07-15,Sumatera,Offline,C01465,UMKM,SR12,Smartphone,Smartphone Lumo X,3,0.0,Completed,5500000.0,16500000.0,14313300.0
ORD-102791,2025-07-15,Jawa Timur,Online,K0175,Korporat,SYS-ONLINE,Smartphone,Smartphone Lumo X,4,0.1,Completed,5500000.0,19800000.0,18960000.0
ORD-102792,2025-07-15,Jakarta,Online,C00099,Retail,SYS-ONLINE,Smartphone,Smartphone Lumo A5,2,0.1,Completed,2800000.0,5040000.0,4795400.0
ORD-102793,2025-07-15,Jakarta,Offline,C01050,Retail,SR01,Printer & Tinta,Tinta Botol Set CMYK,2,0.0,Completed,280000.0,560000.0,327000.0
ORD-102794,2025-07-15,Kalimantan,Online,C00980,Retail,SYS-ONLINE,Networking,Switch 8 Port S8,4,0.0,Completed,450000.0,1800000.0,
ORD-102795,2025-07-15,Jakarta,Offline,C01043,Retail,SR02,Aksesoris,Headset USB H3,5,0.05,Completed,350000.0,1662500.0,1059000.0
ORD-102796,2025-07-15,Kalimantan,Offline,C01220,Retail,SR13,Smartphone,Smartphone Lumo X,2,0.05,Completed,5500000.0,10450000.0,9460400.0
ORD-102797,2025-07-15,Kalimantan,Offline,C00516,Retail,SR13,Aksesoris,Power Bank 20000mAh,3,0.0,Completed,320000.0,960000.0,603000.0
ORD-102798,2025-07-16,Sumatera,Offline,C01665,Retail,SR12,Networking,Router WiFi 6 R600,5,0.0,Completed,1200000.0,6000000.0,
ORD-102799,2025-07-16,Jawa Barat,Offline,C00940,Retail,SR04,Smartphone,Smartphone Lumo A5,2,0.0,Completed,2800000.0,5600000.0,4816200.0
ORD-102800,2025-07-16,Jawa Barat,Offline,C00759,Retail,SR04,Smartphone,Smartphone Lumo X,2,0.0,Completed,5500000.0,11000000.0,9484000.0
ORD-102801,2025-07-16,Kalimantan,Offline,C00462,UMKM,SR13,Peralatan Kantor,Kursi Ergonomis E1,4,0.05,Completed,1900000.0,7220000.0,5268800.0
ORD-102802,2025-07-16,Jawa Timur,Offline,C01661,UMKM,SR09,Peralatan Kantor,Kursi Ergonomis E1,1,0.0,Completed,1900000.0,1900000.0,1311800.0
ORD-102803,2025-07-16,Jawa Timur,Online,K0096,Korporat,SYS-ONLINE,Smartphone,Smartphone Lumo X,3,0.15,Completed,5500000.0,14025000.0,14244900.0
ORD-102804,2025-07-16,Jawa Barat,Online,C00428,Retail,SYS-ONLINE,Printer & Tinta,Printer InkJet P200,2,0.0,Completed,2100000.0,4200000.0,3389200.0
ORD-102805,2025-07-16,Jakarta,Offline,C00690,UMKM,SR02,Aksesoris,Headset USB H3,11,0.0,Completed,350000.0,3850000.0,2305600.0
ORD-102806,2025-07-16,Jawa barat ,Offline,C01374,UMKM,SR04,Printer & Tinta,Printer InkJet P200,3,0.0,Completed,2100000.0,6300000.0,5064600.0
ORD-102807,2025-07-16,Sumatera,Online,C01364,Retail,SYS-ONLINE,Peralatan Kantor,Kursi Ergonomis E1,4,0.05,Completed,1900000.0,7220000.0,5136400.0
ORD-102808,2025-07-16,Jawa Timur,Offline,C00524,Retail,SR07,Peralatan Kantor,Kursi Ergonomis E1,1,0.0,Completed,1900000.0,1900000.0,1297500.0
ORD-102809,2025-07-16,jakarta,Online,C01539,UMKM,SYS-ONLINE,Aksesoris,Keyboard Mekanik K7,11,0.1,Completed,650000.0,6435000.0,4425300.0
ORD-102810,2025-07-17,Kalimantan,Offline,K0116,Korporat,SR13,Laptop,Laptop Axio Pro 15,7,0.0,Completed,13000000.0,91000000.0,81295900.0
ORD-102811,2025-07-17,Jawa Barat,Offline,K0048,Korporat,SR04,Aksesoris,Mouse Wireless M20,10,0.0,Completed,180000.0,1800000.0,1054000.0
ORD-102812,2025-07-17,Jawa Barat,Offline,C00208,Retail,SR05,Laptop,Laptop Axio 14,2,0.0,Completed,8500000.0,17000000.0,15410800.0
ORD-102813,2025-07-17,Jawa Timur,Online,K0090,Korporat,SYS-ONLINE,networking,Switch 8 Port S8,4,0.0,Completed,450000.0,1800000.0,1191200.0
ORD-102814,2025-07-17,Sumatera,Offline,C00786,UMKM,SR12,Networking,Router WiFi 6 R600,4,0.0,Completed,1200000.0,4800000.0,
ORD-102815,2025-07-17,Jawa Barat,Offline,C01899,Retail,SR04,Smartphone,Smartphone Lumo X,2,0.0,Completed,5500000.0,11000000.0,9727600.0
ORD-102816,2025-07-17,Jawa Barat,Offline,C00382,Retail,SR04,Printer & Tinta,Tinta Botol Set CMYK,1,0.0,Completed,280000.0,280000.0,164800.0
ORD-102817,2025-07-17,Jakarta,Offline,C00862,Retail,SR02,Aksesoris,Keyboard Mekanik K7,1,0.0,Completed,650000.0,650000.0,401100.0
ORD-102817,2025-07-17,Jakarta,Offline,C00862,Retail,SR02,Aksesoris,Keyboard Mekanik K7,1,0.0,Completed,650000.0,650000.0,401100.0
ORD-102818,2025-07-17,Jawa Timur,online,C01694,Retail,SYS-ONLINE,Printer & Tinta,Printer InkJet P200,2,0.15,Completed,2100000.0,3570000.0,3368400.0
ORD-102819,2025-07-17,Jakarta,Offline,C01853,Retail,SR03,Peralatan Kantor,Kertas A4 80gsm (rim),3,0.0,Completed,55000.0,165000.0,112800.0
ORD-102820,2025-07-18,Sumatera,Online,C00403,Retail,SYS-ONLINE,Laptop,Laptop Veno 13,2,0.1,Completed,6200000.0,11160000.0,11217400.0
ORD-102821,2025-07-18,Jawa Barat,Offline,C02359,Retail,SR06,Aksesoris,Keyboard Mekanik K7,4,0.0,Completed,650000.0,2600000.0,1607200.0
ORD-102822,2025-07-18,Kalimantan,Online,C00796,UMKM,SYS-ONLINE,Aksesoris,Keyboard Mekanik K7,5,0.05,Completed,650000.0,3087500.0,2021500.0
ORD-102823,2025-07-18,Sumatera,Offline,C00200,Retail,SR10,Laptop,Laptop Axio Pro 15,2,0.05,Completed,13000000.0,24700000.0,23212600.0
ORD-102824,2025-07-18,Jawa Timur,Online,C01785,UMKM,SYS-ONLINE,Peralatan Kantor,Kertas A4 80gsm (rim),9,0.1,Completed,55000.0,445500.0,341100.0
ORD-102825,2025-07-18,Jakarta,Offline,C02347,UMKM,SR01,Networking,Router WiFi 6 R600,13,0.1,Completed,1200000.0,14040000.0,
ORD-102826,2025-07-18,Sumatera,Offline,K0108,Korporat,SR12,Peralatan Kantor,Kursi Ergonomis E1,40,0.1,Completed,1900000.0,68400000.0,51872000.0
ORD-102827,2025-07-18,,Online,C01496,UMKM,SYS-ONLINE,Peralatan Kantor,Kursi Ergonomis E1,13,0.1,Completed,1900000.0,22230000.0,16993600.0
ORD-102828,2025-07-18,Jawa Timur,Offline,C00571,Retail,SR08,Smartphone,Smartphone Lumo X,1,0.0,Completed,5500000.0,5500000.0,4865500.0
ORD-102829,2025-07-19,Jawa Barat,Offline,C00753,Retail,SR05,Peralatan Kantor,Kertas A4 80gsm (rim),3,0.0,Completed,55000.0,165000.0,114300.0
ORD-102829,2025-07-19,Jawa Barat,Offline,C00753,Retail,SR05,Peralatan Kantor,Kertas A4 80gsm (rim),3,0.0,Completed,55000.0,165000.0,114300.0
ORD-102830,2025-07-19,Jakarta,Offline,C01938,UMKM,SR02,Aksesoris,Mouse Wireless M20,11,0.05,Completed,180000.0,1881000.0,1155000.0
ORD-102831,2025-07-19,Jawa Barat,Online,C02203,Retail,SYS-ONLINE,Aksesoris,Headset USB H3,4,0.1,Completed,350000.0,1260000.0,846800.0
ORD-102832,2025-07-19,Jakarta,Offline,C02075,Retail,SR02,Smartphone,Smartphone Lumo X,2,0.1,Completed,5500000.0,9900000.0,9539200.0
ORD-102833,2025-07-19,Jawa Timur,Offline,C00093,UMKM,SR07,Smartphone,Smartphone Lumo X,2,0.0,Completed,5500000.0,11000000.0,9551200.0
ORD-102834,2025-07-19,Sumatera,Offline,C01408,UMKM,SR12,Smartphone,Smartphone Lumo X,2,0.0,Completed,5500000.0,11000000.0,9695200.0
ORD-102835,2025-07-20,jakarta,Offline,C02083,Retail,SR01,Smartphone,Smartphone Lumo X,1,0.0,Completed,5500000.0,5500000.0,4839800.0
ORD-102836,2025-07-20,Jakarta,Offline,C00799,Retail,SR03,Networking,Router WiFi 6 R600,4,0.0,Completed,1200000.0,4800000.0,
ORD-102837,2025-07-20,Jakarta,Online,K0169,Korporat,SYS-ONLINE,Networking,Router WiFi 6 R600,174,0.12,Completed,1200000.0,183744000.0,149935800.0
ORD-102838,2025-07-20,Jawa Timur,Online,C01401,UMKM,SYS-ONLINE,Networking,Router WiFi 6 R600,5,0.0,Completed,1200000.0,6000000.0,4279500.0
ORD-102839,2025-07-20,Jawa Timur,Offline,C02079,UMKM,SR09,Networking,Router WiFi 6 R600,12,0.0,Cancelled,1200000.0,14400000.0,10177200.0
ORD-102840,2025-07-20,Kalimantan,Offline,C00055,UMKM,SR15,Aksesoris,Headset USB H3,14,10.0,Completed,350000.0,4410000.0,2928800.0
ORD-102841,2025-07-20,Jakarta,Offline,C00613,Retail,SR03,Printer & Tinta,Tinta Botol Set CMYK,1,0.0,Completed,280000.0,280000.0,167300.0
ORD-102842,2025-07-20,Jakarta,Offline,C01605,UMKM,SR01,Peralatan kantor,Kertas A4 80gsm (rim),1,0.1,Completed,55000.0,49500.0,37400.0
ORD-102843,2025-07-20,Jawa Barat,Online,C00792,UMKM,SYS-ONLINE,Aksesoris,Keyboard Mekanik K7,8,0.05,Completed,650000.0,4940000.0,3196000.0
ORD-102844,2025-07-20,Jawa Timur,Offline,C01178,Retail,SR07,LAPTOP,Laptop Veno 13,1,5.0,Completed,6200000.0,5890000.0,
ORD-102845,2025-07-20,Sulawesi,Offline,C01324,UMKM,SR17,Printer & Tinta,Tinta Botol Set CMYK,3,0.0,Completed,280000.0,840000.0,488700.0
ORD-102846,2025-07-21,Sulawesi,Online,C01673,Retail,SYS-ONLINE,Smartphone,Smartphone Lumo A5,1,0.1,Completed,2800000.0,2520000.0,2399100.0
ORD-102846,2025-07-21,Sulawesi,Online,C01673,Retail,SYS-ONLINE,Smartphone,Smartphone Lumo A5,1,0.1,Completed,2800000.0,2520000.0,2399100.0
ORD-102847,2025-07-21,Sumatera,Offline,C00353,Retail,SR12,Networking,Router WiFi 6 R600,5,0.0,Completed,1200000.0,6000000.0,
ORD-102848,2025-07-21,Jabar,Online,C02172,UMKM,SYS-ONLINE,Printer & Tinta,Printer InkJet P200,1,0.0,Completed,2100000.0,2100000.0,1707000.0
ORD-102849,2025-07-21,Jawa Barat,Online,C01636,Retail,SYS-ONLINE,Laptop,Laptop Axio 14,2,0.0,Completed,8500000.0,17000000.0,15083400.0
ORD-102850,2025-07-21,Sumatera,Online,C00692,Retail,SYS-ONLINE,ATK,Kertas A4 80gsm (rim),5,0.1,Completed,55000.0,247500.0,190000.0
ORD-102851,2025-07-21,Sumatera,Offline,C01802,Retail,SR12,Printer&Tinta,Tinta Botol Set CMYK,2,0.0,Completed,280000.0,560000.0,332800.0
ORD-102852,2025-07-21,Jakarta,Offline,C00560,UMKM,SR01,Peralatan Kantor,Kertas A4 80gsm (rim),7,0.05,Completed,55000.0,365750.0,268100.0
ORD-102853,2025-07-21,DKI Jakarta,Offline,C01209,Retail,SR01,Smartphone,Smartphone Lumo A5,2,0.0,Completed,2800000.0,5600000.0,4828600.0
ORD-102854,2025-07-21,Jawa Timur,Online,C00851,UMKM,SYS-ONLINE,Smartphone,Smartphone Lumo X,1,0.05,Completed,5500000.0,5225000.0,4743300.0
ORD-102855,2025-07-22,Jawa Timur,Offline,C02298,Retail,SR09,Laptop,Laptop Axio 14,2,0.0,Completed,8500000.0,17000000.0,15258600.0
ORD-102856,2025-07-22,Sulawesi,Online,C00373,Retail,SYS-ONLINE,Smartphone,Smartphone Lumo A5,2,0.05,Completed,2800000.0,5320000.0,4832600.0
ORD-102857,2025-07-22,Sumatera,Offline,C02354,Retail,SR11,Aksesoris,Headset USB H3,2,10.0,Completed,350000.0,630000.0,414200.0
ORD-102858,2025-07-22,Sumatera,Offline,C00328,Retail,SR10,Laptop,Laptop Axio Pro 15,2,0.1,Completed,13000000.0,23400000.0,22997000.0
ORD-102859,2025-07-22,Jawa Barat,Online,C01746,Retail,SYS-ONLINE,Laptop,Laptop Veno 13,2,0.05,Completed,6200000.0,11780000.0,11221400.0
ORD-102860,2025-07-22,Jawa Barat,Online,C01152,UMKM,SYS-ONLINE,Printer&Tinta,Printer InkJet P200,1,0.15,Completed,2100000.0,1785000.0,1679400.0
ORD-102861,2025-07-22,Jatim,Offline,C01956,Retail,SR08,Peralatan Kantor,Kertas A4 80gsm (rim),3,0.05,Completed,55000.0,156750.0,113400.0
ORD-102862,2025-07-22,Jawa Timur,Online,C00635,UMKM,SYS-ONLINE,Laptop,Laptop Axio Pro 15,1,0.1,Completed,13000000.0,11700000.0,11629500.0
ORD-102863,2025-07-22,Kalimantan,Offline,C01460,Retail,SR13,Printer & Tinta,Printer InkJet P200,1,0.0,Completed,2100000.0,2100000.0,1695800.0
ORD-102864,2025-07-22,Jakarta,Offline,C00808,UMKM,SR03,Networking,Router WiFi 6 R600,12,0.0,Completed,1200000.0,14400000.0,10233600.0
ORD-102865,2025-07-22,Kalimantan,Offline,C01799,Retail,SR14,Laptop,Laptop Axio 14,2,0.0,Completed,8500000.0,17000000.0,15246800.0
ORD-102866,2025-07-22,Jawa Timur,Offline,C00700,UMKM,SR08,Smartphone,Smartphone Lumo X,1,0.05,Completed,5500000.0,5225000.0,4812700.0
ORD-102867,2025-07-22,Jawa Barat,Offline,C00387,UMKM,SR04,Printer & Tinta,Printer InkJet P200,4,0.1,Completed,2100000.0,7560000.0,6773200.0
ORD-102868,2025-07-23,Jawa Timur,Offline,C00662,UMKM,SR07,Aksesoris,Power Bank 20000mAh,3,0.0,Completed,320000.0,960000.0,599700.0
ORD-102869,2025-07-23,,online,C01822,UMKM,SYS-ONLINE,Smartphone,Smartphone Lumo A5,1,0.05,Completed,2800000.0,2660000.0,2423700.0
ORD-102870,2025-07-23,Kalimantan,Offline,K0170,Korporat,SR14,Laptop,Laptop Axio Pro 15,8,0.0,Completed,13000000.0,104000000.0,94420000.0
ORD-102871,2025-07-23,Jawa Barat,Offline,C00071,Retail,SR05,laptop,Laptop Axio 14,2,0.05,Completed,8500000.0,16150000.0,15077200.0
ORD-102872,2025-07-23,Kalimantan,Offline,C01456,Retail,SR15,Printer & Tinta,Printer InkJet P200,1,10.0,Completed,2100000.0,1890000.0,1674600.0
ORD-102873,2025-07-23,Kalimantan,Offline,C00426,Retail,SR13,Aksesoris,Mouse Wireless M20,3,0.0,Completed,180000.0,540000.0,318900.0
ORD-102874,2025-07-23,Kalimantan,Offline,C01736,Retail,SR13,Peralatan Kantor,Kursi Ergonomis E1,3,0.1,Completed,1900000.0,5130000.0,3858900.0
ORD-102875,2025-07-23,Jawa Barat,Online,C01979,Retail,SYS-ONLINE,Networking,Router WiFi 6 R600,1,0.1,Completed,1200000.0,1080000.0,
ORD-102876,2025-07-23,Jakarta,Online,C00122,UMKM,SYS-ONLINE,Aksesoris,Power Bank 20000mAh,13,0.05,Completed,320000.0,3952000.0,2585700.0
ORD-102877,2025-07-23,Jawa Barat,Offline,C02145,Retail,SR05,Printer & Tinta,Printer InkJet P200,1,0.0,Completed,2100000.0,2100000.0,1707400.0
ORD-102878,2025-07-23,Sumatera,Offline,C00308,UMKM,SR11,Smartphone,Smartphone Lumo X,5,10.0,Completed,5500000.0,24750000.0,23765000.0
ORD-102879,2025-07-23,Jawa Barat,Offline,C01712,Retail,SR06,Aksesoris,Mouse Wireless M20,4,0.0,Completed,180000.0,720000.0,415600.0
ORD-102880,2025-07-24,Jawa Barat,Offline,C00285,Retail,SR05,Peralatan Kantor,Kursi Ergonomis E1,3,0.1,Completed,1900000.0,5130000.0,3943800.0
ORD-102881,2025-07-24,Jakarta,Online,C00211,UMKM,SYS-ONLINE,Aksesoris,Headset USB H3,10,0.05,Completed,350000.0,3325000.0,2125000.0
ORD-102882,2025-07-24,Jakarta,Online,C00420,UMKM,SYS-ONLINE,Laptop,Laptop Axio Pro 15,2,0.0,Completed,13000000.0,26000000.0,23199600.0
ORD-102883,2025-07-24,Sulawesi,Online,K0177,Korporat,SYS-ONLINE,Peralatan Kantor,Kursi Ergonomis E1,47,0.1,Completed,1900000.0,80370000.0,60484300.0
ORD-102884,2025-07-24,Jawa barat ,Online,C00254,Retail,SYS-ONLINE,Laptop,Laptop Axio 14,2,0.0,Completed,8500000.0,17000000.0,15061000.0
ORD-102885,2025-07-24,Jawa Timur,Offline,C01052,Retail,SR07,Aksesoris,Mouse Wireless M20,2,5.0,Completed,180000.0,342000.0,212200.0
ORD-102886,2025-07-24,Jakarta,Online,C01214,Retail,SYS-ONLINE,Printer & Tinta,Tinta Botol Set CMYK,2,0.0,Completed,280000.0,560000.0,329000.0
RET-102836,2025-07-24,Jakarta,Offline,C00799,Retail,SR03,Networking,Router WiFi 6 R600,-4,0.0,Returned,1200000.0,-4800000.0,
ORD-102887,2025-07-25,Jawa Timur,Offline,C01126,Retail,SR09,Printer & Tinta,Tinta Botol Set CMYK,1,0.0,Completed,280000.0,280000.0,167000.0
ORD-102888,2025-07-25,Jakarta,Online,C01093,Retail,SYS-ONLINE,Aksesoris,Power Bank 20000mAh,3,0.05,Completed,320000.0,912000.0,600300.0
ORD-102889,2025-07-25,Jakarta,Offline,C01637,UMKM,SR01,Aksesoris,Power Bank 20000mAh,2,0.1,Completed,320000.0,576000.0,395400.0
ORD-102890,2025-07-25,Jawa Timur,Online,C00309,UMKM,SYS-ONLINE,Smartphone,Smartphone Lumo A5,3,0.0,Completed,2800000.0,8400000.0,7288800.0
ORD-102891,2025-07-25,Jakarta,Online,C00545,Retail,SYS-ONLINE,Laptop,Laptop Axio Pro 15,2,0.05,Completed,13000000.0,24700000.0,23025400.0
ORD-102892,2025-07-25,Jawa Timur,Online,C01050,Retail,SYS-ONLINE,Aksesoris,Power Bank 20000mAh,4,0.0,Completed,320000.0,1280000.0,789200.0
ORD-102893,2025-07-25,Jawa Barat,Offline,K0037,Korporat,SR06,Smartphone,Smartphone Lumo A5,10,0.0,Completed,2800000.0,28000000.0,24050000.0
ORD-102894,2025-07-25,Jakarta,Online,C01382,Retail,SYS-ONLINE,Laptop,Laptop Axio Pro 15,1,0.0,Completed,13000000.0,13000000.0,11700800.0
ORD-102894,2025-07-25,Jakarta,Online,C01382,Retail,SYS-ONLINE,Laptop,Laptop Axio Pro 15,1,0.0,Completed,13000000.0,13000000.0,11700800.0
ORD-102895,2025-07-25,Kalimantan,Offline,C00969,Retail,SR15,Peralatan Kantor,Kertas A4 80gsm (rim),3,0.0,Completed,55000.0,165000.0,114300.0
ORD-102896,2025-07-25,Jakarta,Offline,C02328,Retail,SR03,Networking,Switch 8 Port S8,5,0.0,Completed,450000.0,2250000.0,
ORD-102897,2025-07-25,Jakarta,Online,K0117,Korporat,SYS-ONLINE,Aksesoris,Power Bank 20000mAh,40,0.15,Completed,320000.0,10880000.0,8116000.0
ORD-102898,2025-07-25,Jakarta,Offline,C01055,Retail,SR02,Aksesoris,Mouse Wireless M20,1,0.05,Completed,180000.0,171000.0,105600.0
ORD-102899,2025-07-26,Jakarta,Online,K0133,Korporat,SYS-ONLINE,Networking,Router WiFi 6 R600,33,0.1,Completed,1200000.0,35640000.0,28000500.0
ORD-102900,2025-07-26,Jawa Barat,Offline,C00303,Retail,SR06,Aksesoris,Power Bank 20000mAh,1,0.05,Completed,320000.0,304000.0,200600.0
ORD-102901,2025-07-26,Jakarta,Online,C00813,UMKM,SYS-ONLINE,Laptop,Laptop Axio Pro 15,2,0.1,Completed,13000000.0,23400000.0,22970800.0
ORD-102902,2025-07-26,Sumatra,Offline,C02378,UMKM,SR10,Peralatan Kantor,Kertas A4 80gsm (rim),5,0.05,Completed,55000.0,261250.0,190500.0
ORD-102903,2025-07-26,Jawa Barat,Offline,C01099,Retail,SR04,Aksesoris,Headset USB H3,3,0.0,Completed,350000.0,1050000.0,635400.0
ORD-102904,2025-07-26,Jawa Barat,Offline,K0151,Korporat,SR05,Smartphone,Smartphone Lumo X,10,0.05,Completed,5500000.0,52250000.0,48609000.0
ORD-102905,2025-07-26,Jawa Barat,Offline,C00736,Retail,SR06,Aksesoris,Mouse Wireless M20,3,0.0,Completed,180000.0,540000.0,313800.0
ORD-102906,2025-07-26,Jawa Barat,Offline,C00579,UMKM,SR04,Smartphone,Smartphone Lumo A5,3,0.1,Cancelled,2800000.0,7560000.0,7349400.0
ORD-102907,2025-07-26,Kalimantan,Offline,C01693,Retail,SR14,Laptop,Laptop Axio Pro 15,2,0.0,Completed,13000000.0,26000000.0,23579400.0
ORD-102908,2025-07-26,Jawa Timur,Offline,C00856,UMKM,SR09,Smartphone,Smartphone Lumo A5,5,0.1,Completed,2800000.0,12600000.0,12144000.0
ORD-102909,2025-07-26,Sumatera,Online,K0080,Korporat,SYS-ONLINE,Peralatan Kantor,Kursi Ergonomis E1,20,0.15,Completed,1900000.0,32300000.0,25894000.0
ORD-102910,2025-07-26,kalimantan,Offline,C00951,Retail,SR14,smartphone,Smartphone Lumo X,2,0.0,Completed,5500000.0,11000000.0,9695000.0
ORD-102911,2025-07-26,Jakarta,Offline,C01153,Retail,SR01,Peralatan Kantor,Kertas A4 80gsm (rim),4,0.05,Completed,55000.0,209000.0,152400.0
RET-102864,2025-07-26,Jakarta,Offline,C00808,UMKM,SR03,Networking,Router WiFi 6 R600,-12,0.0,Returned,1200000.0,-14400000.0,
ORD-102912,2025-07-27,Jakarta,Online,C01604,UMKM,SYS-ONLINE,Peralatan Kantor,Kertas A4 80gsm (rim),4,0.1,Completed,55000.0,198000.0,152800.0
ORD-102912,2025-07-27,Jakarta,Online,C01604,UMKM,SYS-ONLINE,Peralatan Kantor,Kertas A4 80gsm (rim),4,0.1,Completed,55000.0,198000.0,152800.0
ORD-102913,2025-07-27,Jawa Barat,Offline,K0129,Korporat,SR06,networking,Switch 8 Port S8,35,0.0,Completed,450000.0,15750000.0,10381000.0
ORD-102913,2025-07-27,Jawa Barat,Offline,K0129,Korporat,SR06,networking,Switch 8 Port S8,35,0.0,Completed,450000.0,15750000.0,10381000.0
ORD-102914,2025-07-27,,Online,K0171,Korporat,SYS-ONLINE,Aksesoris,Mouse Wireless M20,44,0.05,Completed,180000.0,7524000.0,4562800.0
ORD-102915,2025-07-27,Jakarta,Offline,C01358,UMKM,SR02,Peralatan Kantor,Kertas A4 80gsm (rim),4,0.0,Completed,55000.0,220000.0,151600.0
ORD-102916,2025-07-27,Sulawesi,Offline,C02250,Retail,SR18,Peralatan Kantor,Kursi Ergonomis E1,5,0.05,Completed,1900000.0,9025000.0,6413000.0
ORD-102917,2025-07-27,Jawa Barat,Offline,C00200,UMKM,SR04,Laptop,Laptop Axio Pro 15,1,0.0,Completed,13000000.0,13000000.0,11525000.0
ORD-102918,2025-07-27,Kalimantan,Offline,C01760,Retail,SR14,Laptop,Laptop Axio 14,2,0.0,Completed,8500000.0,17000000.0,15141600.0
ORD-102919,2025-07-27,Jawa Barat,Online,K0114,Korporat,SYS-ONLINE,Networking,Router WiFi 6 R600,49,0.1,Completed,1200000.0,52920000.0,
ORD-102920,2025-07-27,Jakarta,Offline,C00380,Retail,SR01,Aksesoris,Mouse Wireless M20,5,0.0,Completed,180000.0,900000.0,526000.0
ORD-102921,2025-07-27,Jawa Barat,Offline,C00509,Retail,SR04,Smartphone,Smartphone Lumo A5,2,0.0,Completed,2800000.0,5600000.0,4842000.0
ORD-102922,2025-07-28,Jakarta,Offline,C00930,Retail,SR02,Printer & Tinta,Tinta Botol Set CMYK,2,0.0,Completed,280000.0,560000.0,327000.0
ORD-102923,2025-07-28,Jakarta,Offline,C01287,UMKM,SR03,Aksesoris,Headset USB H3,13,0.05,Completed,350000.0,4322500.0,2693600.0
ORD-102924,2025-07-28,Jawa Barat,Offline,K0062,Korporat,SR06,Printer & Tinta,Tinta Botol Set CMYK,10,0.05,Completed,280000.0,2660000.0,1662000.0
ORD-102925,2025-07-28,Sumatera,Online,C00015,Retail,SYS-ONLINE,Peralatan Kantor,Kursi Ergonomis E1,3,0.05,Completed,1900000.0,5415000.0,3864600.0
ORD-102926,2025-07-28,Sumatera,E-Commerce,C02095,Retail,SYS-ONLINE,Smartphone,Smartphone Lumo A5,1,0.0,Completed,2800000.0,2800000.0,2455000.0
ORD-102927,2025-07-28,Jakarta,Offline,C01449,Retail,SR02,Peralatan Kantor,Kursi Ergonomis E1,2,0.0,Completed,1900000.0,3800000.0,2596600.0
ORD-102928,2025-07-29,Sumatera,Offline,C00223,UMKM,SR10,networking,Switch 8 Port S8,8,0.0,Completed,450000.0,3600000.0,2429600.0
ORD-102929,2025-07-29,Jakarta,Offline,C00219,UMKM,SR03,Smartphone,Smartphone Lumo X,4,0.05,Completed,5500000.0,20900000.0,19400800.0
ORD-102930,2025-07-29,Sumatera,Offline,C00641,UMKM,SR11,Aksesoris,Keyboard Mekanik K7,10,5.0,Completed,650000.0,6175000.0,4020000.0
ORD-102931,2025-07-29,Jakarta,Online,C00225,UMKM,SYS-ONLINE,Smartphone,Smartphone Lumo A5,2,0.1,Completed,2800000.0,5040000.0,4920800.0
ORD-102932,2025-07-29,Jakarta,Online,C01081,UMKM,SYS-ONLINE,Peralatan Kantor,Kursi Ergonomis E1,1,0.1,Completed,1900000.0,1710000.0,1304500.0
